year,nature_of_employment,industry1,industry2,industry3,total_paid_hours,standard_hours,overtime_paid_hours
2006,part-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",23.3,22.1,1.2
2006,full-time,manufacturing,transport equipment,transport equipment,53.8,43.9,9.8
2006,part-time,manufacturing,transport equipment,transport equipment,20.2,20.2,-
2006,full-time,manufacturing,other manufacturing industries,other manufacturing industries,50.4,43.3,7.2
2006,part-time,manufacturing,other manufacturing industries,other manufacturing industries,22.4,22.2,0.2
2006,full-time,construction,construction,construction,52.1,44.9,7.3
2006,part-time,construction,construction,construction,19.5,19.5,-
2006,full-time,services,wholesale and retail trade,wholesale trade,43.8,42,1.8
2006,part-time,services,wholesale and retail trade,wholesale trade,22.8,22.1,0.7
2006,full-time,services,wholesale and retail trade,retail trade,46.4,44.1,2.2
2006,part-time,services,wholesale and retail trade,retail trade,23.7,23.5,0.2
2006,full-time,services,transportation and storage,land transport and supporting services,48.1,43.3,4.7
2006,part-time,services,transportation and storage,land transport and supporting services,23.2,22.5,0.6
2006,full-time,services,transportation and storage,water transport and supporting services,45.5,43.3,2.3
2006,part-time,services,transportation and storage,water transport and supporting services,19.1,19.1,-
2006,full-time,services,transportation and storage,air transport and supporting services,43.6,42.3,1.2
2006,part-time,services,transportation and storage,air transport and supporting services,21.8,21.7,0.1
2006,full-time,services,transportation and storage,other transport and storage services,47.5,43.8,3.8
2006,part-time,services,transportation and storage,other transport and storage services,27.9,27.4,0.6
2006,full-time,services,accommodation and food services,accommodation,45.8,44.1,1.6
2006,part-time,services,accommodation and food services,accommodation,25.6,23.9,1.7
2006,full-time,services,accommodation and food services,food and beverage services,46.2,45.3,1
2006,part-time,services,accommodation and food services,food and beverage services,19.9,19.6,0.2
2006,full-time,services,information and communications,"telecommunications, broadcasting and publishing",43.1,42.2,0.9
2006,part-time,services,information and communications,"telecommunications, broadcasting and publishing",22,19.7,2.4
2006,full-time,services,information and communications,it and other information services,41.7,41.5,0.1
2006,part-time,services,information and communications,it and other information services,24.2,24.2,-
2006,full-time,services,financial and insurance services,financial services,43.5,42.6,0.9
2006,part-time,services,financial and insurance services,financial services,21.9,21.5,0.4
2006,full-time,services,financial and insurance services,insurance services,40.5,40,0.5
2006,part-time,services,financial and insurance services,insurance services,21.1,20.5,0.6
2006,full-time,services,real estate services,real estate services,44.8,43.5,1.3
2006,part-time,services,real estate services,real estate services,22.1,21.9,0.2
2006,full-time,services,professional services,"legal, accounting and management services",42.5,41.4,1.1
2006,part-time,services,professional services,"legal, accounting and management services",22.9,22.8,0.1
2006,full-time,services,professional services,architectural and engineering services,47.8,42.7,5.1
2006,part-time,services,professional services,architectural and engineering services,22.1,21.8,0.2
2006,full-time,services,professional services,other professional services,42.2,41.5,0.6
2006,part-time,services,professional services,other professional services,22,21.7,0.3
2006,full-time,services,administrative and support services,security and investigation,57.9,45.9,12
2006,part-time,services,administrative and support services,security and investigation,25,24,1
2006,full-time,services,administrative and support services,cleaning and landscaping,46.5,44.3,2.2
2006,part-time,services,administrative and support services,cleaning and landscaping,24.5,24,0.5
2006,full-time,services,administrative and support services,other adminstrative and support services,46.8,43.8,3
2006,part-time,services,administrative and support services,other adminstrative and support services,26.4,25.5,0.9
2006,full-time,services,"community, social and personal services",public administration and education,41.9,41.8,0.1
2006,part-time,services,"community, social and personal services",public administration and education,16.9,16.8,-
2006,full-time,services,"community, social and personal services",health and social services,42.7,42.2,0.5
2006,part-time,services,"community, social and personal services",health and social services,23.4,23,0.3
2006,full-time,services,"community, social and personal services","arts, entertainment and recreation",44.1,43,1
2006,part-time,services,"community, social and personal services","arts, entertainment and recreation",23,22.9,0.1
2006,full-time,services,"community, social and personal services","other community, social and personal services",44.7,43.7,1
2006,part-time,services,"community, social and personal services","other community, social and personal services",23.9,22.7,1.3
2006,full-time,others,others,others,45.7,43,2.6
2006,part-time,others,others,others,23.9,23.7,0.1
2007,full-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",48.3,43.8,4.5
2007,part-time,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",23,22.5,0.4
2007,full-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",50.7,43.7,7.1
2007,part-time,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",28.1,22.9,5.2
2007,full-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",45.5,42.3,3.2
2007,part-time,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",24.8,24.1,0.7
2007,full-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",53.1,43.6,9.5
2007,part-time,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",24.4,23,1.4
2007,full-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",48.1,42.5,5.6
2007,part-time,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",22.5,22,0.5
2007,full-time,manufacturing,transport equipment,transport equipment,53.8,44,9.8
2007,part-time,manufacturing,transport equipment,transport equipment,20.4,20.4,-
2007,full-time,manufacturing,other manufacturing industries,other manufacturing industries,50,43,7
2007,part-time,manufacturing,other manufacturing industries,other manufacturing industries,23.6,23.3,0.3
2007,full-time,construction,construction,construction,52.4,44.9,7.5
2007,part-time,construction,construction,construction,19.4,19.3,-
2007,full-time,services,wholesale and retail trade,wholesale trade,43.9,42,1.9
2007,part-time,services,wholesale and retail trade,wholesale trade,24.3,23.9,0.4
2007,full-time,services,wholesale and retail trade,retail trade,46.4,44.2,2.2
2007,part-time,services,wholesale and retail trade,retail trade,25.5,25.3,0.2
2007,full-time,services,transportation and storage,land transport and supporting services,47.5,43.3,4.3
2007,part-time,services,transportation and storage,land transport and supporting services,21.2,21,0.2
2007,full-time,services,transportation and storage,water transport and supporting services,45.1,42.9,2.2
2007,part-time,services,transportation and storage,water transport and supporting services,20.6,20.6,-
2007,full-time,services,transportation and storage,air transport and supporting services,43.7,42.2,1.5
2007,part-time,services,transportation and storage,air transport and supporting services,21.2,21.2,-
2007,full-time,services,transportation and storage,other transport and storage services,47.4,43.8,3.6
2007,part-time,services,transportation and storage,other transport and storage services,30.5,29.7,0.8
2007,full-time,services,accommodation and food services,accommodation,45.8,44,1.8
2007,part-time,services,accommodation and food services,accommodation,31.5,25.1,6.5
2007,full-time,services,accommodation and food services,food and beverage services,46.7,45.4,1.3
